feature,importance_mean,importance_std
xA_mol,1.6631058030375356,0.20447913166038878
xV_mol,1.0907658768399786,0.14586793504408418
T_K,0.700678059823414,0.08205361723862004
dopant_A,0.6537575351392221,0.07938194874256944
dopant_B,0.4020111492773449,0.05365208904235341
xB_mol,0.019008700336944424,0.0046131065415763155
