feature,importance_mean,importance_std
T_K,0.625174774019093,0.0656368291901227
xV_mol,0.5715643617795475,0.10591561471752108
dopant_B,0.411708311864255,0.06011164354801499
dopant_A,0.37457289179130276,0.06463144673880775
xB_mol,0.08455925466854848,0.01563272083988879
xA_mol,0.04960917636459928,0.021063110392274795
