feature,importance_mean,importance_std
xA_mol,0.6951816753410521,0.08272450043944388
T_K,0.6917722241184852,0.07629037576347904
dopant_A,0.6185024191194076,0.07458667036510898
xV_mol,0.33244573409109124,0.04468803357458116
dopant_B,0.32682736308837235,0.04323767771596403
xB_mol,0.005070930904717624,0.002146615167764831
