feature,importance_mean,importance_std
T_K,0.7157759702480374,0.07654399590904543
dopant_A,0.49795414768297147,0.06668024586753356
dopant_B,0.431518408679589,0.05730934457940844
xV_mol,0.40808358826484437,0.06574413663071105
xA_mol,0.3492228874091756,0.045097419863617275
xB_mol,0.2570268584514573,0.05438871120331099
