feature,importance_mean,importance_std
T_K,0.503936147167255,0.06813043128821897
dopant_A,0.15232347221040607,0.0215214647428867
dopant_B,0.10788380659840317,0.017568517196979067
xV_mol,0.06384255646783447,0.015802549262354405
xA_mol,0.05413738738203684,0.014371281652302456
density_matrix (g/mL),0.004049563711265069,0.004777457145956406
xB_mol,0.0023079304229623064,0.00393634018843425
