feature,importance_mean,importance_std
T_K,0.6710957813239499,0.06725265188946013
dopant_B,0.30527689997397145,0.039974507657008815
dopant_A,0.2270090703464985,0.03266056045989181
xV_mol,0.13989397994213887,0.02273447097287572
density_matrix (g/mL),0.07991399176648914,0.012141071229610782
xA_mol,0.03332744842328959,0.0052727923116456235
xB_mol,0.032431095293126655,0.006944245207555031
