feature,importance_mean,importance_std
T_K,0.6740521050747638,0.0689607632651343
dopant_A,0.5936147839375555,0.07538258568833912
dopant_B,0.27351936790473225,0.03825430859198102
xA_mol,0.17402310586445027,0.024987461325696386
density_matrix (g/mL),0.04790704237497118,0.007350323092883011
xB_mol,0.008022651005483949,0.0033826244104358154
xV_mol,0.00048145861637224896,0.0005732432999886874
