feature,importance_mean,importance_std
T_K,0.7155754244349845,0.07636674064541735
dopant_A,0.34115314641072186,0.046219134627322744
dopant_B,0.18055661542668142,0.027496223979270516
xV_mol,0.1684328708348636,0.02842372181259683
xA_mol,0.10077107113600008,0.01693064885308675
xB_mol,0.04384342352163133,0.007480691917084028
