feature,importance_mean,importance_std
T_K,0.4997470261393098,0.05857926531840291
dopant_A,0.3181116169658218,0.046790890199041715
dopant_B,0.16191850461502505,0.028625628586453088
xA_mol,0.10225211890694226,0.02105664267920703
xV_mol,0.0007220443391897258,0.00027902106996705955
xB_mol,0.0,0.0
