feature,importance_mean,importance_std
T_K,0.8345687782541293,0.09692283992397074
dopant_A,0.21861665178197,0.030604489818363726
dopant_B,0.16968619633702503,0.030390922490146185
xV_mol,0.062006394306018064,0.016174718200383728
xA_mol,0.04754731690577665,0.014887823456443013
xB_mol,-0.0010252379195706985,0.00560675322586131
