feature,importance_mean,importance_std
T_K,0.7156983052814365,0.07653408676669726
density_matrix (g/mL),0.27009658333429554,0.03218219120389199
dopant_B,0.1392052658171053,0.018800778198309262
xV_mol,0.08322597680017563,0.014068328574807146
xB_mol,0.07566541489339178,0.014545131896362121
xA_mol,0.06576430394577865,0.015134671863983486
dopant_A,0.027428710758843643,0.0030493826503029055
