feature,importance_mean,importance_std
T_K,0.7083050669639457,0.07680145964083346
density_matrix (g/mL),0.44301733343515803,0.053556476437820674
dopant_B,0.15077634726458256,0.018253856163761583
xV_mol,0.12853053553228133,0.020820035994104456
xA_mol,0.03321257152057851,0.007012295499791404
dopant_A,0.014766179988759726,0.0025251773735821227
xB_mol,0.008420447474065357,0.0017002607981450443
