feature,importance_mean,importance_std
density_matrix (g/mL),0.7771258005235653,0.1280127224001235
T_K,0.6796281041562977,0.06681433798285404
dopant_B,0.32192634708246004,0.0378424586492616
xB_mol,0.13400435451092213,0.03214173342338242
xA_mol,0.03244323179099152,0.009191556324381718
xV_mol,0.025577582803354232,0.010276571127650395
dopant_A,0.0,0.0
