feature,importance_mean,importance_std
xA_mol,0.919211945779498,0.11048868533720793
T_K,0.6953116426440592,0.07371497955513945
dopant_A,0.6903242460932743,0.0872849896478657
dopant_B,0.3933744431770506,0.052265690374101524
xV_mol,0.1977439517029394,0.02585705226452822
density_matrix (g/mL),0.13209992791819578,0.01666526860959174
xB_mol,0.009002597870518787,0.0034189343943118846
