feature,importance_mean,importance_std
xA_mol,0.7345802847265207,0.08715489763821643
T_K,0.6922157194450954,0.07650599098547606
dopant_A,0.6204649192842017,0.07477598174155563
xV_mol,0.3607619959718257,0.048305236851720654
dopant_B,0.3300186311843991,0.04369807222669199
xB_mol,0.005180811987064981,0.0021386649521186753
