feature,importance_mean,importance_std
T_K,0.6465283595412481,0.06721795653905542
dopant_A,0.2604156909339221,0.032589840485272435
dopant_B,0.21525990966347117,0.03104851722193169
xV_mol,0.20828305111169026,0.03430898851589039
xA_mol,0.08716231862308639,0.016729872010021983
xB_mol,0.04576915105645095,0.007213532631157986
